Week of,Prediction,Name,APTA Name,Size,Region,City
2022-07-17,567376.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2022-07-17,235950.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2022-07-17,2152561.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2022-07-17,120804.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2022-07-17,4220162.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2022-07-17,15644.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2022-07-17,68564.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2022-07-17,37914.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2022-07-17,233557.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2022-07-17,1297140.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2022-07-17,690100.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2022-07-17,644690.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2022-07-17,65699.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2022-07-17,34949.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2022-07-17,3835831.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2022-07-17,24535.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2022-07-17,308800.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2022-07-17,920146.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2022-07-17,1186126.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2022-07-17,84163.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2022-07-17,410011.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2022-07-17,18668.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2022-07-17,1901397.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2022-07-17,207143.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2022-07-17,5441.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2022-07-17,87088.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2022-07-17,338616.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2022-07-17,171228.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2022-07-17,299176.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2022-07-17,187621.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2022-07-17,33575.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2022-07-17,20098.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2022-07-17,33108.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2022-07-17,21343.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2022-07-17,792063.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2022-07-17,32827.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2022-07-17,38804.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2022-07-17,35941.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2022-07-17,314342.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2022-07-17,36087.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2022-07-17,78216.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2022-07-17,288759.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2022-07-17,127624.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2022-07-17,112969.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2022-07-17,73369.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2022-07-17,158756.0,Fairfax County Dept of Transp,Fairfax County Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-17,11607.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-17,197886.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2022-07-17,85702.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2022-07-17,40297.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2022-07-17,24722.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2022-07-17,5776.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2022-07-17,103674.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2022-07-17,133489.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2022-07-17,4767329.0,Los Angeles County MTA,Los Angeles County MTA,2M+,Pacific,Los Angeles
2022-07-17,547461.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2022-07-17,182043.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2022-07-17,42708421.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2022-07-17,31547.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2022-07-17,130363.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2022-07-17,1022949.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2022-07-17,1377986.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2022-07-17,30540.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2022-07-17,178544.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2022-07-17,1019520.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2022-07-17,88836.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2022-07-17,72272.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2022-07-17,263016.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2022-07-17,45948.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-17,32412.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-17,119364.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2022-07-17,103642.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2022-07-17,41146.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2022-07-17,89600.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2022-07-17,69115.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2022-07-17,22220.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2022-07-17,51775.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2022-07-17,28146.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2022-07-17,33864.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2022-07-17,106410.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2022-07-17,674182.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2022-07-17,9301.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2022-07-17,389527.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2022-07-17,1240716.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2022-07-17,128710.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2022-07-17,346365.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2022-07-17,303299.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2022-07-17,151161.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2022-07-17,107934.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2022-07-17,10059.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2022-07-17,6863.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2022-07-17,3393477.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2022-07-17,222005.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2022-07-17,108721.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2022-07-17,774844.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2022-07-17,41347.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2022-07-17,2776160.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2022-07-17,1092269.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2022-07-17,504792.0,Metra,Metra,2M+,East Central,Chicago
2022-07-17,743340.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2022-07-17,864544.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2022-07-17,1093318.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2022-07-17,60434.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2022-07-17,396799.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2022-07-17,95693.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2022-07-17,226138.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2022-07-17,13132.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2022-07-17,22443.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2022-07-17,1091378.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2022-07-17,101364.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2022-07-17,47848.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2022-07-17,536104.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2022-07-17,116604.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2022-07-17,5872.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2022-07-17,65416.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2022-07-17,46386.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2022-07-17,161963.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2022-07-17,130383.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2022-07-17,10371.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2022-07-17,15424.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2022-07-17,4837460.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2022-07-17,164603.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2022-07-17,39829.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2022-07-24,8549.0,Denton County Transportation Auth,Denton County Transportation Auth,Under 500k,West Central,Dallas
2022-07-24,211347.0,Kansas City Area Trp Auth,Kansas City Area Trp Auth,"500,000-1.99M",West Central,Kansas City
2022-07-24,89468.0,Pierce Transit,Pierce Transit,2M+,Pacific,Seattle
2022-07-24,29990.0,GoTriangle,GoTriangle,Under 500k,South-Atlantic,Raleigh
2022-07-24,21743.0,Prince Georges County Transp,Prince Georges County Transp,2M+,South-Atlantic,Washington D.C.
2022-07-24,304401.0,Long Beach Transit,Long Beach Transit,2M+,Pacific,Los Angeles
2022-07-24,160637.0,Pinellas Suncoast Tran Auth,Pinellas Suncoast Tran Auth,2M+,South-Atlantic,Tampa
2022-07-24,21407.0,Gardena Municipal Bus Lines,Gardena Municipal Bus Lines,2M+,Pacific,Los Angeles
2022-07-24,377142.0,Broward County Transit,Broward County Transit,2M+,South-Atlantic,Miami
2022-07-24,112744.0,Snohomish County PTBA,Snohomish County PTBA,2M+,Pacific,Seattle
2022-07-24,33953.0,Modesto Area Express,Modesto Area Express,Under 500k,Pacific,Modesto
2022-07-24,5458.0,LAKETRAN,LAKETRAN,"500,000-1.99M",East Central,Cleveland
2022-07-24,44887.0,Transit Auth Lexington-Fayette,Transit Auth Lexington-Fayette,Under 500k,East Central,Lexington
2022-07-24,22145.0,Madison County Trans Dist,Madison County Trans Dist,2M+,East Central,St. Louis
2022-07-24,199624.0,Charlotte Area Transit,Charlotte Area Transit,"500,000-1.99M",South-Atlantic,Charlotte
2022-07-24,60324.0,Ann Arbor Transportation Auth,Ann Arbor Transportation Auth,Under 500k,East Central,Ann Arbor
2022-07-24,638456.0,Port Auth of Allegheny Co,Port Auth of Allegheny Co,"500,000-1.99M",Mid-Atlantic,Pittsburgh
2022-07-24,30989.0,PRTC Omni-Ride,PRTC Omni-Ride,2M+,South-Atlantic,Washington D.C.
2022-07-24,1865786.0,MTA Bus Company,MTA Bus Company,2M+,Mid-Atlantic,NYC
2022-07-24,77762.0,Trinity Metro,Trinity Metro,2M+,West Central,Dallas
2022-07-24,280668.0,Niagara Frontier Trp Auth,Niagara Frontier Trp Auth,"500,000-1.99M",Mid-Atlantic,Buffalo
2022-07-24,35768.0,San Joaquin Reg Trans Dist,San Joaquin Reg Trans Dist,Under 500k,Pacific,Stockton
2022-07-24,148553.0,Rochester Genesee RTA,Rochester Genesee RTA,"500,000-1.99M",Mid-Atlantic,Rochester
2022-07-24,38390.0,Water Emergency Tr Auth,Water Emergency Tr Auth,2M+,Pacific,SF Bay Area
2022-07-24,104878.0,"Metro Transit, City of Madison","Metro Transit, City of Madison",Under 500k,East Central,Madison
2022-07-24,3702939.0,Washington Metro Area TA,Washington Metro Area TA,2M+,South-Atlantic,Washington D.C.
2022-07-24,128213.0,Santa Monica's Big Blue Bus,Santa Monica's Big Blue Bus,2M+,Pacific,Los Angeles
2022-07-24,1155686.0,Regional Trp District,Regional Trp District,2M+,Mountain,Denver
2022-07-24,3386526.0,New Jersey Transit Corp,New Jersey Transit Corp,2M+,Mid-Atlantic,New Jersey
2022-07-24,358128.0,Capital Metropolitan Trp Auth,Capital Metropolitan Trp Auth,"500,000-1.99M",West Central,Austin
2022-07-24,253905.0,Montgomery County Ride-On,Montgomery County Ride-On,2M+,South-Atlantic,Washington D.C.
2022-07-24,775879.0,San Francisco Bay Area RTD,San Francisco Bay Area RTD,2M+,Pacific,SF Bay Area
2022-07-24,1048776.0,Miami-Dade Transit Agency,Miami-Dade Transit Agency,2M+,South-Atlantic,Miami
2022-07-24,721745.0,Metro Transit,Metro Transit,2M+,West Central,Minneapolis-Saint Paul
2022-07-24,34123.0,"Arlington County, Virginia","Arlington County, Virginia",2M+,South-Atlantic,Washington D.C.
2022-07-24,42124793.0,MTA New York City Transit,MTA New York City Transit,2M+,Mid-Atlantic,NYC
2022-07-24,31362.0,Lee Tran ,Lee Tran ,"500,000-1.99M",South-Atlantic,Fort Myers
2022-07-24,60268.0,MTA Staten Island Railway,MTA Staten Island Railway,2M+,Mid-Atlantic,NYC
2022-07-24,34554.0,Northern IN Commuter TD,Northern IN Commuter TD,2M+,East Central,Chicago
2022-07-24,100325.0,OMNITRANS,OMNITRANS,"500,000-1.99M",Pacific,Los Angeles
2022-07-24,214498.0,Hillsborough Area Reg TA,Hillsborough Area Reg TA,2M+,South-Atlantic,Tampa
2022-07-24,2684455.0,Southeastern Penn TA,Southeastern Penn TA,2M+,Mid-Atlantic,Philadelphia
2022-07-24,80538.0,Riverside Transit Agency,Riverside Transit Agency,"500,000-1.99M",Pacific,Los Angeles
2022-07-24,35215.0,Torrance Transit System,Torrance Transit System,2M+,Pacific,Los Angeles
2022-07-24,15017.0,Eastern Contra Costa Tr Auth,Eastern Contra Costa Tr Auth,Under 500k,Pacific,SF Bay Area
2022-07-24,82426.0,GoRaleigh,GoRaleigh,"500,000-1.99M",South-Atlantic,Raleigh
2022-07-24,23057.0,Virginia Railway Express,Virginia Railway Express,2M+,South-Atlantic,Washington D.C.
2022-07-24,386270.0,Santa Clara Valley Trp Auth,Santa Clara Valley Trp Auth,"500,000-1.99M",Pacific,SF Bay Area
2022-07-24,135959.0,Hampton Roads Transit,Hampton Roads Transit,"500,000-1.99M",South-Atlantic,Hampton Roads
2022-07-24,519223.0,Utah Transit Authority,Utah Transit Authority,"500,000-1.99M",Mountain,Salt Lake City
2022-07-24,4698841.0,Los Angeles County MTA,Los Angeles County MTA,2M+,Pacific,Los Angeles
2022-07-24,5798.0,Ventura County Transp Comm,Ventura County Transp Comm,Under 500k,Pacific,Ventura County
2022-07-24,69707.0,Interurban Transit Partnership,Interurban Transit Partnership,"500,000-1.99M",East Central,Grand Rapids
2022-07-24,128970.0,Delaware Transit Corp,Delaware Transit Corp,2M+,South-Atlantic,Delaware
2022-07-24,44809.0,Culver CityBus,Culver CityBus,2M+,Pacific,Los Angeles
2022-07-24,89879.0,Port Authority Transit Corp,Port Authority Transit Corp,2M+,Mid-Atlantic,Philadelphia
2022-07-24,152069.0,Fairfax County Dept of Transp,Fairfax County Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-24,64148.0,METRO Regional Transit Authority,METRO Regional Transit Authority,"500,000-1.99M",East Central,Cleveland
2022-07-24,356527.0,Bi-State Dev Agency,Bi-State Dev Agency,2M+,West Central,St. Louis
2022-07-24,32337.0,Central Contra Costa TA,Central Contra Costa TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-24,72764.0,Clark Co Pub Trp Benefit Area,Clark Co Pub Trp Benefit Area,"500,000-1.99M",Pacific,Vancouver
2022-07-24,128933.0,Foothill Transit,Foothill Transit,2M+,Pacific,Los Angeles
2022-07-24,12325.0,Livermore/Amador Valley TA,Livermore/Amador Valley TA,"500,000-1.99M",Pacific,SF Bay Area
2022-07-24,315874.0,Central Florida RTA,Central Florida RTA,"500,000-1.99M",South-Atlantic,Orlando
2022-07-24,198983.0,Central Ohio Transit Auth,Central Ohio Transit Auth,"500,000-1.99M",East Central,Columbus
2022-07-24,110289.0,GoDurham Transit,GoDurham Transit,Under 500k,South-Atlantic,Raleigh
2022-07-24,98686.0,Transit Auth of River City,Transit Auth of River City,"500,000-1.99M",East Central,Louisville
2022-07-24,43863.0,Tr Auth of Northern Kentucky,Tr Auth of Northern Kentucky,"500,000-1.99M",East Central,Cincinnati
2022-07-24,181382.0,Southwest Ohio RTA,Southwest Ohio RTA,"500,000-1.99M",East Central,Cincinnati
2022-07-24,678331.0,Sound Transit,Sound Transit,2M+,Pacific,Seattle
2022-07-24,50984.0,"Golden Gate Bridge, Hwy & TD","Golden Gate Bridge, Hwy & TD",2M+,Pacific,SF Bay Area
2022-07-24,8753.0,Yolo County Transportation District,Yolo County Transportation District,"500,000-1.99M",Pacific,Sacramento
2022-07-24,536703.0,Alameda-Contra Costa TD,Alameda-Contra Costa TD,2M+,Pacific,SF Bay Area
2022-07-24,40563.0,Charleston Area RTA,Charleston Area RTA,"500,000-1.99M",South-Atlantic,Charleston
2022-07-24,116748.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
2022-07-24,130411.0,Metropolitan Transit Auth,Metropolitan Transit Auth,"500,000-1.99M",East Central,Nashville
2022-07-24,106203.0,Greater Dayton Regional TA,Greater Dayton Regional TA,"500,000-1.99M",East Central,Dayton
2022-07-24,159195.0,Greater Richmond Transit Company,Greater Richmond Transit Company,"500,000-1.99M",South-Atlantic,Richmond
2022-07-24,233842.0,Capital District Transp Auth,Capital District Transp Auth,"500,000-1.99M",Mid-Atlantic,Albany
2022-07-24,1010530.0,Tri-County Metro Trp Dist,Tri-County Metro Trp Dist,"500,000-1.99M",Pacific,Portland
2022-07-24,4867775.0,Chicago Transit Authority,Chicago Transit Authority,2M+,East Central,Chicago
2022-07-24,1077523.0,Metro Tr Auth of Harris Co,Metro Tr Auth of Harris Co,2M+,West Central,Houston
2022-07-24,94136.0,RTC of Washoe County,RTC of Washoe County,Under 500k,Mountain,Reno
2022-07-24,1345554.0,MTA Long Island Rail Road,MTA Long Island Rail Road,2M+,Mid-Atlantic,NYC
2022-07-24,9984.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2022-07-24,1005879.0,MTA Metro-North Railroad,MTA Metro-North Railroad,2M+,Mid-Atlantic,NYC
2022-07-24,130250.0,San Mateo County Tran Dist,San Mateo County Tran Dist,2M+,Pacific,SF Bay Area
2022-07-24,44083.0,District Dept of Transp,District Dept of Transp,2M+,South-Atlantic,Washington D.C.
2022-07-24,111811.0,Spokane Transit Authority,Spokane Transit Authority,Under 500k,Pacific,Spokane
2022-07-24,31101.0,Santa Clarita Transit,Santa Clarita Transit,Under 500k,Pacific,Los Angeles
2022-07-24,177791.0,Regional Transit Auth,Regional Transit Auth,"500,000-1.99M",West Central,New Orleans
2022-07-24,39193.0,Monterey-Salinas Transit,Monterey-Salinas Transit,Under 500k,Pacific,Monterey
2022-07-24,119217.0,Palm Beach County STD,Palm Beach County STD,2M+,South-Atlantic,Miami
2022-07-24,88540.0,Lane Transit District ,Lane Transit District ,Under 500k,Pacific,Eugene
2022-07-24,207214.0,Sacramento Reg Tr Dist,Sacramento Reg Tr Dist,"500,000-1.99M",Pacific,Sacramento
2022-07-24,19522.0,Unitrans,Unitrans,Under 500k,Pacific,Sacramento
2022-07-24,1177051.0,Metro Atlanta Rapid Tr Auth,Metro Atlanta Rapid Tr Auth,2M+,South-Atlantic,Atlanta
2022-07-24,124649.0,North County Transit District,North County Transit District,2M+,Pacific,San Diego
2022-07-24,5299.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2022-07-24,695568.0,City & Cnty of Honolulu DOTS,City & Cnty of Honolulu DOTS,"500,000-1.99M",Pacific,Oahu
2022-07-24,14038.0,Detroit Transp Corp/DPM,Detroit Transp Corp/DPM,2M+,East Central,Detroit
2022-07-24,170427.0,Rhode Island Public TA,Rhode Island Public TA,Under 500k,New England,Providence
2022-07-24,564131.0,Orange County Transp Auth,Orange County Transp Auth,2M+,Pacific,Los Angeles
2022-07-24,15180.0,Minnesota Valley Transit Auth,Minnesota Valley Transit Auth,2M+,West Central,Minneapolis-Saint Paul
2022-07-24,21135.0,SunRail,SunRail,"500,000-1.99M",South-Atlantic,Orlando
2022-07-24,793797.0,Dallas Area Rapid Transit,Dallas Area Rapid Transit,2M+,West Central,Dallas
2022-07-24,305488.0,New York City DOT,New York City DOT,2M+,Mid-Atlantic,NYC
2022-07-24,67250.0,Champaign-Urbana MTD,Champaign-Urbana MTD,Under 500k,East Central,Champaign-Urbana
2022-07-24,280028.0,City of Phoenix PTD,City of Phoenix PTD,2M+,Mountain,Phoenix
2022-07-24,270569.0,City of Tucson MTS,City of Tucson MTS,"500,000-1.99M",Mountain,Tucson
2022-07-24,45849.0,Marin County Transit District,Marin County Transit District,Under 500k,Pacific,SF Bay Area
2022-07-24,2146326.0,San Francisco Muni Rwy,San Francisco Muni Rwy,2M+,Pacific,SF Bay Area
2022-07-24,4153383.0,Massachusetts Bay Tr Auth,Massachusetts Bay Tr Auth,2M+,New England,Boston
2022-07-24,189518.0,City of Detroit Dept of Trp,City of Detroit Dept of Trp,2M+,East Central,Detroit
2022-07-24,501266.0,Metra,Metra,2M+,East Central,Chicago
2022-07-24,45116.0,Kitsap Transit,Kitsap Transit,Under 500k,Pacific,Seattle
2022-07-24,412877.0,VIA Metropolitan Transit,VIA Metropolitan Transit,"500,000-1.99M",West Central,San Antonio
2022-07-24,97919.0,Caltrain,Caltrain,2M+,Pacific,SF Bay Area
2022-07-24,82389.0,Southern California RRA,Southern California RRA,2M+,Pacific,Los Angeles
2022-07-24,1211925.0,San Diego Metrop Transit System,San Diego Metrop Transit System,2M+,Pacific,San Diego
2022-07-24,63467.0,South Florida RTA (Tri-Rail),South Florida RTA (Tri-Rail),2M+,South-Atlantic,Miami
2022-07-24,109277.0,Indianapolis Public Trp Corp,Indianapolis Public Trp Corp,"500,000-1.99M",East Central,Indianapolis
2022-07-24,39752.0,Salem-Keizer Transit,Salem-Keizer Transit,Under 500k,Pacific,Salem-Keizer
2022-07-24,340645.0,Greater Cleveland Reg TA,Greater Cleveland Reg TA,"500,000-1.99M",East Central,Cleveland
2022-07-24,21773.0,Tompkins Consol Area Transit,Tompkins Consol Area Transit,Under 500k,Mid-Atlantic,Ithaca
2022-07-24,838047.0,RTC of Southern Nevada,RTC of Southern Nevada,"500,000-1.99M",Mountain,Las Vegas
2022-07-24,920367.0,Maryland Transit Admin,Maryland Transit Admin,2M+,South-Atlantic,Baltimore
2022-07-24,295690.0,Milwaukee County Tr Sys,Milwaukee County Tr Sys,"500,000-1.99M",East Central,Milwaukee County
2022-07-24,6649.0,San Joaquin Reg Rail Comm,San Joaquin Reg Rail Comm,Under 500k,Pacific,SF Bay Area
2022-07-24,34154.0,Santa Cruz Metro Transit Dist,Santa Cruz Metro Transit Dist,Under 500k,Pacific,Santa Cruz
2022-07-24,1320329.0,King County Dept of Trp,King County Dept of Trp,2M+,Pacific,Seattle
2022-07-31,5769.0,City of Redondo Beach,City of Redondo Beach,2M+,Pacific,Los Angeles
2022-07-31,14653.0,City of Fairfax CUE Bus,City of Fairfax CUE Bus,2M+,South-Atlantic,Washington D.C.
2022-07-31,122458.0,Jacksonville Transp Auth,Jacksonville Transp Auth,"500,000-1.99M",South-Atlantic,Jacksonville
